50398E5CA715E8C18F65899B51F06805A6CB51CBEA7FC3E99E17A7E834E786EC,2519810766094624
8BAA346F61C20C19F6B2E6A1DCC96BCF603CD9321FE00B9F68B8D4644EB0AC06,2380387375894287
40BA0D9F5AE6DCBBDD182AE0E93B2D7C68D9F6251C8CDA0D09691D90381B80F9,1035000000000000
B19990215049BC4F7B97A0AD7585E601DBAF86F862814ACCA3152094146E1728,980000000000000
C27F2C50729BABBB18731DE1F669DDB44357DBB0ACAE4766287337FBACB55BB3,763648029011989
D21F0CE56C42B33769FA715B08AF98D16EB32D1E225532A308735F656FB09B16,700000000000000
B3ADF069A630B8E2A8B8AEC1A8839E3EB8B52AB28F3105A2302746D0D590446F,671846142973908
38129EBDE6DAA2E6132A19F7ECD0D3724251DE37CA57F9D6F2CC31E55BE298F1,619105268696181
78E1678DE5E3126C07420C2B99D16BD1A0B2B6669F1E546E61A8D76B9DC463F6,482699684348966
7A3D41F3C98057FE79DDB68038B2622AAAA5F2ADB1E858EC9FE30C8ADCA07A72,434903157522957
ECC6AA06F08B67ED2F6196BABAED45E41A23B2F48331A7BE97390012155455AC,413412232614770
EA930A53EDBEC510AA730EE514625FEFC3184A5755696BCFFA10EDA0AAB61849,375824074647596
7CDD57A795D61DB62483986F72F0AAB7807221F5DB3CCB099776B065DA74A28F,343630698140108
60AF562E62E6491BE932E3B0F0935AA91B7DD4F8326EC6EFB6466325CC40C8D9,289617210028678
084556B7477B82AD8B2EA056DAA536369555208B27A64FA365D874BE006D6CE5,253801163748228
79B77B41E2FC4FD904A9048C9881E12902A02C91F617D1C03FD382463A9E066D,252676800000000
4422FDDE90AF3096225B9BFAEAC3040C69C70388EDD65104EA27D56C6D5D6CA7,243917706533704
F0F1532C29F48AB395B5C73A82209A94F3A4D69B2FA39181C89375C33D045FE4,240414609123240
C3689565E58CDC6ED31F343519E5E3E30FFEAAC1DA8AE94FC36B3F8608033C88,212314900000000
591415C7CF6C627F06F957C16F35947779F1BADF04E07B3C11DF47080221D0B3,200000000000000
C8ADAD3A2E6E42821E04C2D379FDD646AE8FD659632BC40DE0B049D79B3DFEBD,184621474347408
F1948BA29DF943FF38C3D646DA29EDE94C4D5D34CE2AB0A517FD457271936869,182140429929122
CD3A73404724725BC5E45D53A527BA2D25798EF7F3CA523BB3F181FF95DF0F6A,167320060656747
8F43B2C597D86A2A976A4835F8138E7244736E6192741AD16294A8C5989C2EF0,148021383859299
B22E050B5AD57246A279455402033C13CAD4B9078F771728DB497AB688FDFF4F,139053234580533
90F5A1B48BC70F708E54DD90413BABA205F6D240E01588D02ECA9AAE00B126B4,135726270472519
A06EFF8B0AA26ABF3A4AABF0D49071A51DB6129A2462611F848B284D795BCEA9,131624409016239
38B015C4E850D69090C1E53B4840E22E7B84CFBBFD5AB87A996FE60D6448FC6B,122514000000000
2F87702BEF6724B5A1B5C1EFDE812F797D24741B6F03CAE15DB50EF7F7967EF1,122271355391842
7D0FE2F4657F8E8340C0A96F726192ECC3061688FBD3BEFA0C277F332A662B43,111423880566131
C76D8616F0D5216622209584751C052C6863792E2E6097890792C4C194E87CE3,110000000000000
E26F1D9D2279A557632C0367072D98303C69A52C1FFD6A753CA43FD282D6F74D,90000000000000
EEE5D9694ACF98FEA736EAED56651D7C920755CDB7194452C8579A71117FCD31,90000000000000
7B9860242270933FDF2817387A48F9F85E2AE1AE0067F4B5FFD1FB879FD2ACAC,90000000000000
A4C31832B11D1B58EAAED9DE28D2CA0A5C396335426EAEDACC7C642B24FFEDBF,90000000000000
1430F5803B3F0DC41D8152BA8150B9630CF29C613A300F68463A1C81F63AEDF4,90000000000000
9674E2F145BB80C91B59158627E32F3A6ABD2D7CF57BAF7302CCFEFBCD7B385D,69295337522278
EE4F89743BF06AB3D4A64BF06243DF2DF100DDFD181E35208CA99095D41978F0,65045120915740
D302E134D2D3435374AFB355E91719BFD303C64F79B672B4A36DAE0DAA8816CB,56519500000000
AD85F0637FD949723AE6B39973F2D7A20902C414F0E1F79FEC61AEDA0ACA8F6F,50175456314679
793D5E195F4104B421E242BC59D7C0BEE47A0125BC18F6C7B1AA1697E8DE18A0,45505000000000
E84D5B148D567F949B06F5D1E4B0773767017FAE453D7FB9BD6E0E3BB0E6BD55,42205200000000
DD84763B5A870CDF015A1C6524DA64477A4D148A44E27B74DD7F11B3F37E59EE,40660000000000
8FEE23573F6676E59C9433B57D52BF774DCFF376EEFDD7DD20808AA327F2E047,39459677051859
DB066F45E674D5344C2DA60FAF8E4DAE79A90A536D1B51DB1EAB56D73F98955E,36308625557375
3D60EEA54A7CB5E80E163B2965BCAE85E57AC3D877D5A59F3798ED1776892F6E,34933026301098
1B0A98ADC88E902B65F428090F8C97897136644E8012C7D21D2AD170746916DB,34238814440394
7C7EC0051FBFEB5156810C97F4F8232DF0E0BBA270950B590B5C71D5574F3ED0,33460002203400
863E0699A4275F54769343C6509A11BAB1273D4CD8130977E89C4385AA1B489C,33443341127118
B9240CDBA8E26C2D7FE9962B14769BD4348691C129122361435F8D69B043A7F1,31635913512812
72F69FA312F1E01E50298F52D3078C999245CE889D38F0332D94CD0A7D9667D0,31250618949613
3054E8D8E245358F294716043912AFD0F361286A5E4AEBB9634A3FDD74765777,27525336652410
257821FB64A343E5143451863C60A8805FD106A0362A59CEB0BF05E84A9E9B01,26360000000000
5FD0DB5AB8EC1A706C4EE1EFE9D593CF34EDEEDBF726212385766F6D81F970E0,24570932082877
52E758ACECD96B81CAB8952BB89ABD6AD5A6DD8CCD29710A6786A65700957C17,24200000000000
5233355011B66B94EDDA0FF723E5CD7C2D06E89D96461ED61CE71470CC116A4F,18680000000000
065219752F78557A6FF688B8C9EC7BA03120CE192B7B8EA7C991681E30668672,17855989902991
0D3F26F02534D3261B97762CEBE351155223FFAD83BBA58FF3898305D4EC2455,16999187515225
128A08D4CFF482E6A59CBB5CF180FA4884E7962E286890F0C4C892829C2C10FA,16169811963590
A42CA0333792EE2E32B62C441E1EE4E1DB13DD1915BEE7F66137BF717A8240DA,16099281256709
624458F522827B790867EAB5DBB91F8F8A12241801F1FB7C043709057F4A0755,14862515456023
A417057E09C303F0E9321927FDE6EC23A4499B2ADC7BDE84E2C6EBEC54006CB2,14325012580860
3DE89F928E610CD04B556B8EDCA18E1853D0CE76B7450BE414DD1EE4D7F532A2,13862592787768
C379067C5CE49034F1924327FCCCECA6303A879E2F7CD7CD5C94DE118DE5D1B9,13400000000000
B761DEA3E309B39FA0055841D9B33CE3D3AF756BBFEB17178BFC13C9970AF0C9,12970498106575
F8F6FCB596C1C6E706DDD689F8FE9F9218E2AB011EB79F81255595DA9EE060C4,12750000000000
83D7BD5E88DA9585D51519A9A7855A3F00D31926D9F0CC6FEC87493DA93605ED,12180000000000
6925C89EF4EF0B0135CF3339B20C54F585A40250B9440E2BC164209E8EDC75D4,11806423159112
DA017D3C4C30959F0D13F502642BFF1E7D1310072E93666FF578DB3ED753B5B3,11365000000000
30353D66342D6F4A83E87DF9D9445C55E6F26B3DE13B29883CD6D23FBED16900,10772087496253
DC951A9D927F64766C1C4E1253838B8905F6B5E4D3597B61B156E6A2E636DE30,10630374262936
CE2A31EBDB6B93923C66340234102DAAD0CD39DF529F0742B54C3529CC424F57,10120000000000
3BC54EB5E90EDA0717626E37AA238F9DBE4F30F20BA310A7DB69E024FD98C569,9625000000000
56C8AA0A29970DA496760FE5A53666420CE7DAA3058168E609D1A23473C8C64F,9585100000000
18BC30CFE8B6A47A2FD6EC91653837F1FD653371BD668E1403F2369645D6E521,9065934998133
B3052CB09C71A61B8D1D933A3BB15B9CF064E98C980CA709AFA9FF65BE147D8C,8889129630804
0848D7ECD6A3F4B8EEC472AC80EF8D60092004FB0804810E4FE3D805BECFBD5C,8771462499534
